Job ID,Arrival,Burst,Priority,Start,End,Turn Around
188,101,56,3,9216,9272,9171
189,102,41,3,9272,9313,9211
190,102,50,1,9313,9363,9261
191,102,17,3,9363,9380,9278
192,102,74,2,9380,9454,9352
193,102,21,2,9454,9475,9373
194,103,63,1,9475,9538,9435
195,103,31,3,9538,9569,9466
196,103,14,1,9569,9583,9480
197,103,31,1,9583,9614,9511
198,103,89,2,9614,9703,9600
199,103,69,2,9703,9772,9669
200,103,3,2,9772,9775,9672
201,104,26,3,9775,9801,9697
202,105,65,2,9801,9866,9761
203,106,12,2,9866,9878,9772
204,106,45,1,9878,9923,9817
205,107,35,3,9923,9958,9851
206,108,63,1,9958,10021,9913
207,109,92,3,10021,10113,10004
208,110,35,3,10113,10148,10038
209,110,30,2,10148,10178,10068
210,111,18,2,10178,10196,10085
211,111,6,2,10196,10202,10091
212,112,90,3,10202,10292,10180
213,113,49,3,10292,10341,10228
214,114,53,3,10341,10394,10280
215,114,92,3,10394,10486,10372
216,115,70,2,10486,10556,10441
217,116,21,3,10556,10577,10461
218,116,81,1,10577,10658,10542
219,117,85,2,10658,10743,10626
220,117,47,2,10743,10790,10673
221,118,77,1,10790,10867,10749
222,118,99,3,10867,10966,10848
223,118,92,2,10966,11058,10940
224,119,50,2,11058,11108,10989
225,120,34,2,11108,11142,11022
226,121,61,1,11142,11203,11082
227,122,95,3,11203,11298,11176
228,122,69,1,11298,11367,11245
229,123,95,2,11367,11462,11339
230,124,12,2,11462,11474,11350
231,125,94,2,11474,11568,11443
232,126,43,3,11568,11611,11485
233,127,62,2,11611,11673,11546
234,128,53,3,11673,11726,11598
235,129,91,2,11726,11817,11688
236,130,86,3,11817,11903,11773
237,131,58,3,11903,11961,11830
238,132,93,1,11961,12054,11922
239,132,66,3,12054,12120,11988
240,133,77,3,12120,12197,12064
241,133,13,1,12197,12210,12077
242,134,69,3,12210,12279,12145
243,134,49,1,12279,12328,12194
244,135,65,3,12328,12393,12258
245,135,67,3,12393,12460,12325
246,136,18,2,12460,12478,12342
247,136,97,2,12478,12575,12439
248,137,97,3,12575,12672,12535
249,137,69,3,12672,12741,12604
250,138,46,2,12741,12787,12649
251,139,41,1,12787,12828,12689
252,140,97,1,12828,12925,12785
253,141,28,1,12925,12953,12812
254,142,14,1,12953,12967,12825
255,142,69,2,12967,13036,12894
256,143,91,1,13036,13127,12984
257,144,16,3,13127,13143,12999
258,144,56,2,13143,13199,13055
259,144,67,2,13199,13266,13122
260,145,87,3,13266,13353,13208
261,146,74,2,13353,13427,13281
262,146,41,1,13427,13468,13322
263,146,79,1,13468,13547,13401
264,146,38,2,13547,13585,13439
265,146,55,1,13585,13640,13494
266,147,24,2,13640,13664,13517
267,148,7,3,13664,13671,13523
268,149,71,1,13671,13742,13593
269,149,16,3,13742,13758,13609
270,149,91,1,13758,13849,13700
271,149,92,1,13849,13941,13792
272,150,42,3,13941,13983,13833
273,150,16,3,13983,13999,13849
274,150,22,3,13999,14021,13871
275,150,42,1,14021,14063,13913
276,150,63,2,14063,14126,13976
277,151,5,3,14126,14131,13980
278,152,8,3,14131,14139,13987
279,153,16,3,14139,14155,14002
280,153,95,3,14155,14250,14097
281,154,37,1,14250,14287,14133
282,154,0,1,14287,14287,14133
283,155,96,1,14287,14383,14228
284,156,94,1,14383,14477,14321
285,157,52,1,14477,14529,14372
286,158,24,3,14529,14553,14395
287,159,79,1,14553,14632,14473
288,160,14,2,14632,14646,14486
289,161,92,1,14646,14738,14577
290,161,81,2,14738,14819,14658
291,161,36,1,14819,14855,14694
292,162,82,2,14855,14937,14775
293,162,31,1,14937,14968,14806
294,162,12,3,14968,14980,14818
295,162,47,3,14980,15027,14865
296,162,54,3,15027,15081,14919
297,162,27,3,15081,15108,14946
298,162,65,2,15108,15173,15011
299,162,4,3,15173,15177,15015
300,163,32,3,15177,15209,15046
301,164,97,1,15209,15306,15142
302,164,47,2,15306,15353,15189
303,164,41,3,15353,15394,15230
304,164,48,2,15394,15442,15278
305,164,50,1,15442,15492,15328
306,165,37,2,15492,15529,15364
307,166,87,2,15529,15616,15450
308,166,31,1,15616,15647,15481
309,167,67,3,15647,15714,15547
310,168,83,1,15714,15797,15629
311,168,23,1,15797,15820,15652
312,169,50,1,15820,15870,15701
313,170,4,1,15870,15874,15704
314,170,7,1,15874,15881,15711
315,171,79,1,15881,15960,15789
316,171,82,2,15960,16042,15871
317,172,98,1,16042,16140,15968
318,172,93,2,16140,16233,16061
319,172,30,2,16233,16263,16091
320,172,60,3,16263,16323,16151
321,173,19,1,16323,16342,16169
322,174,37,2,16342,16379,16205
323,174,89,3,16379,16468,16294
324,174,32,1,16468,16500,16326
325,174,98,3,16500,16598,16424
326,174,16,1,16598,16614,16440
327,174,87,2,16614,16701,16527
328,175,47,3,16701,16748,16573
329,176,11,2,16748,16759,16583
330,177,90,2,16759,16849,16672
331,177,33,3,16849,16882,16705
332,177,89,2,16882,16971,16794
333,177,29,3,16971,17000,16823
334,177,70,3,17000,17070,16893
335,178,87,1,17070,17157,16979
336,178,19,1,17157,17176,16998
337,178,73,3,17176,17249,17071
338,178,86,3,17249,17335,17157
339,179,95,1,17335,17430,17251
340,179,74,3,17430,17504,17325
341,179,0,2,17504,17504,17325
342,180,94,1,17504,17598,17418
343,180,10,3,17598,17608,17428
344,180,77,3,17608,17685,17505
345,181,93,2,17685,17778,17597
346,181,57,2,17778,17835,17654
347,181,73,1,17835,17908,17727
348,181,98,3,17908,18006,17825
349,182,98,2,18006,18104,17922
350,182,51,2,18104,18155,17973
351,183,76,3,18155,18231,18048
352,184,71,3,18231,18302,18118
353,185,18,1,18302,18320,18135
354,186,22,3,18320,18342,18156
355,186,93,2,18342,18435,18249
356,187,27,2,18435,18462,18275
357,188,11,2,18462,18473,18285
358,189,78,3,18473,18551,18362
359,189,88,1,18551,18639,18450
360,189,57,1,18639,18696,18507
361,190,100,1,18696,18796,18606
362,191,55,1,18796,18851,18660
363,192,3,3,18851,18854,18662
364,193,36,3,18854,18890,18697
365,194,6,3,18890,18896,18702
366,194,97,2,18896,18993,18799
367,195,21,3,18993,19014,18819
368,195,45,3,19014,19059,18864
369,195,6,1,19059,19065,18870
370,195,4,1,19065,19069,18874
371,195,26,3,19069,19095,18900
372,195,83,2,19095,19178,18983
373,196,64,1,19178,19242,19046
374,196,79,1,19242,19321,19125
375,197,32,2,19321,19353,19156
376,197,37,3,19353,19390,19193
377,197,95,3,19390,19485,19288
378,197,17,1,19485,19502,19305
379,198,52,2,19502,19554,19356
380,199,16,3,19554,19570,19371
381,199,5,3,19570,19575,19376
382,199,28,1,19575,19603,19404
383,200,59,3,19603,19662,19462
384,200,93,3,19662,19755,19555
385,201,96,2,19755,19851,19650
386,201,4,2,19851,19855,19654
387,201,17,2,19855,19872,19671
388,202,39,1,19872,19911,19709
389,203,39,3,19911,19950,19747
390,204,45,3,19950,19995,19791
391,205,32,1,19995,20027,19822
392,205,17,1,20027,20044,19839
393,205,58,2,20044,20102,19897
394,205,51,3,20102,20153,19948
395,205,32,3,20153,20185,19980
396,205,71,2,20185,20256,20051
397,206,85,2,20256,20341,20135
398,207,67,3,20341,20408,20201
399,208,94,1,20408,20502,20294
400,208,90,3,20502,20592,20384
401,209,1,3,20592,20593,20384
402,210,85,1,20593,20678,20468
403,210,53,3,20678,20731,20521
404,210,56,2,20731,20787,20577
405,210,91,2,20787,20878,20668
406,210,53,3,20878,20931,20721
407,211,64,1,20931,20995,20784
408,212,49,1,20995,21044,20832
409,213,16,2,21044,21060,20847
410,213,73,3,21060,21133,20920
411,214,57,3,21133,21190,20976
412,215,13,3,21190,21203,20988
413,215,87,3,21203,21290,21075
414,215,8,1,21290,21298,21083
415,216,100,3,21298,21398,21182
416,216,5,3,21398,21403,21187
417,216,69,1,21403,21472,21256
418,217,60,2,21472,21532,21315
419,217,10,1,21532,21542,21325
420,217,73,3,21542,21615,21398
421,217,47,1,21615,21662,21445
422,218,57,1,21662,21719,21501
423,219,68,1,21719,21787,21568
424,220,20,1,21787,21807,21587
425,221,67,1,21807,21874,21653
426,221,71,2,21874,21945,21724
427,221,16,3,21945,21961,21740
428,221,8,2,21961,21969,21748
429,221,82,3,21969,22051,21830
430,221,14,3,22051,22065,21844
431,221,28,1,22065,22093,21872
432,221,49,2,22093,22142,21921
433,221,40,2,22142,22182,21961
434,222,3,3,22182,22185,21963
435,223,75,1,22185,22260,22037
436,223,40,1,22260,22300,22077
437,224,35,3,22300,22335,22111
438,225,78,2,22335,22413,22188
439,226,66,2,22413,22479,22253
440,227,7,2,22479,22486,22259
441,228,43,2,22486,22529,22301
442,229,100,2,22529,22629,22400
443,229,28,3,22629,22657,22428
444,229,24,2,22657,22681,22452
445,230,27,2,22681,22708,22478
446,230,38,1,22708,22746,22516
447,230,2,1,22746,22748,22518
448,230,94,1,22748,22842,22612
449,230,30,2,22842,22872,22642
450,230,97,1,22872,22969,22739
451,230,19,3,22969,22988,22758
452,231,55,2,22988,23043,22812
453,232,31,2,23043,23074,22842
454,232,18,3,23074,23092,22860
455,233,38,2,23092,23130,22897
456,233,38,1,23130,23168,22935
457,234,41,1,23168,23209,22975
458,234,73,1,23209,23282,23048
459,235,23,3,23282,23305,23070
460,235,20,1,23305,23325,23090
461,236,50,3,23325,23375,23139
462,236,72,1,23375,23447,23211
463,236,57,3,23447,23504,23268
464,237,17,2,23504,23521,23284
465,237,16,1,23521,23537,23300
466,237,39,3,23537,23576,23339
467,238,40,1,23576,23616,23378
468,238,66,3,23616,23682,23444
469,239,58,2,23682,23740,23501
470,240,30,1,23740,23770,23530
471,240,15,3,23770,23785,23545
472,241,86,2,23785,23871,23630
473,242,69,1,23871,23940,23698
474,242,56,2,23940,23996,23754
475,243,48,2,23996,24044,23801
476,244,34,1,24044,24078,23834
477,245,4,3,24078,24082,23837
478,245,64,1,24082,24146,23901
479,245,4,1,24146,24150,23905
480,246,89,2,24150,24239,23993
481,246,54,1,24239,24293,24047
482,247,84,3,24293,24377,24130
483,248,28,3,24377,24405,24157
484,248,24,1,24405,24429,24181
485,249,36,3,24429,24465,24216
486,249,34,2,24465,24499,24250
487,250,29,3,24499,24528,24278
488,251,76,3,24528,24604,24353
489,252,72,1,24604,24676,24424
490,252,10,1,24676,24686,24434
491,252,48,1,24686,24734,24482
492,253,46,1,24734,24780,24527
493,253,81,2,24780,24861,24608
494,254,75,3,24861,24936,24682
495,255,44,2,24936,24980,24725
496,255,88,3,24980,25068,24813
497,255,91,3,25068,25159,24904
498,255,48,1,25159,25207,24952
499,255,62,3,25207,25269,25014
500,255,13,2,25269,25282,25027
501,255,63,3,25282,25345,25090
502,256,51,2,25345,25396,25140
503,257,25,2,25396,25421,25164
504,258,72,2,25421,25493,25235
505,258,63,1,25493,25556,25298
506,258,1,3,25556,25557,25299
507,258,94,3,25557,25651,25393
508,259,3,1,25651,25654,25395
509,260,93,3,25654,25747,25487
510,261,17,1,25747,25764,25503
511,262,73,3,25764,25837,25575
512,263,14,1,25837,25851,25588
513,263,75,2,25851,25926,25663
514,264,37,1,25926,25963,25699
515,265,94,1,25963,26057,25792
516,265,63,3,26057,26120,25855
517,266,27,1,26120,26147,25881
518,267,78,1,26147,26225,25958
519,267,58,1,26225,26283,26016
520,268,24,3,26283,26307,26039
521,268,53,1,26307,26360,26092
522,268,45,2,26360,26405,26137
523,269,24,3,26405,26429,26160
524,270,74,1,26429,26503,26233
525,271,13,1,26503,26516,26245
526,272,80,3,26516,26596,26324
527,273,29,3,26596,26625,26352
528,274,74,1,26625,26699,26425
529,275,90,1,26699,26789,26514
530,276,85,3,26789,26874,26598
531,276,65,3,26874,26939,26663
532,277,87,3,26939,27026,26749
533,278,58,3,27026,27084,26806
534,279,37,3,27084,27121,26842
535,279,20,2,27121,27141,26862
536,280,84,2,27141,27225,26945
537,280,78,3,27225,27303,27023
538,281,25,1,27303,27328,27047
539,281,73,2,27328,27401,27120
540,282,73,2,27401,27474,27192
541,282,20,3,27474,27494,27212
542,282,58,1,27494,27552,27270
543,282,78,1,27552,27630,27348
544,283,67,1,27630,27697,27414
545,284,87,1,27697,27784,27500
546,285,19,3,27784,27803,27518
547,286,80,3,27803,27883,27597
548,286,72,1,27883,27955,27669
549,287,6,3,27955,27961,27674
550,288,20,1,27961,27981,27693
551,289,55,2,27981,28036,27747
552,290,95,2,28036,28131,27841
553,290,82,2,28131,28213,27923
554,291,45,2,28213,28258,27967
555,291,15,3,28258,28273,27982
556,291,86,1,28273,28359,28068
557,291,93,2,28359,28452,28161
558,292,39,1,28452,28491,28199
559,293,23,2,28491,28514,28221
560,293,85,2,28514,28599,28306
561,293,49,1,28599,28648,28355
562,293,75,1,28648,28723,28430
563,294,1,2,28723,28724,28430
564,295,82,1,28724,28806,28511
565,296,51,1,28806,28857,28561
566,296,26,3,28857,28883,28587
567,296,92,1,28883,28975,28679
568,296,58,3,28975,29033,28737
569,296,93,1,29033,29126,28830
570,296,16,2,29126,29142,28846
571,297,8,2,29142,29150,28853
572,298,80,2,29150,29230,28932
573,298,81,2,29230,29311,29013
574,298,46,3,29311,29357,29059
575,298,1,1,29357,29358,29060
576,299,18,3,29358,29376,29077
577,300,51,1,29376,29427,29127
578,301,46,2,29427,29473,29172
579,302,75,2,29473,29548,29246
580,302,78,2,29548,29626,29324
581,303,52,2,29626,29678,29375
582,304,76,3,29678,29754,29450
583,304,75,1,29754,29829,29525
584,304,3,1,29829,29832,29528
585,305,33,2,29832,29865,29560
586,305,95,2,29865,29960,29655
587,306,91,3,29960,30051,29745
588,307,63,2,30051,30114,29807
589,307,27,3,30114,30141,29834
590,307,95,3,30141,30236,29929
591,308,88,3,30236,30324,30016
592,308,80,3,30324,30404,30096
593,309,27,1,30404,30431,30122
594,310,63,1,30431,30494,30184
595,311,21,3,30494,30515,30204
596,312,52,3,30515,30567,30255
597,313,38,3,30567,30605,30292
598,314,8,3,30605,30613,30299
599,315,76,1,30613,30689,30374
600,315,73,1,30689,30762,30447
601,316,3,3,30762,30765,30449
602,317,41,1,30765,30806,30489
603,318,83,2,30806,30889,30571
604,319,94,1,30889,30983,30664
605,320,46,2,30983,31029,30709
606,320,76,1,31029,31105,30785
607,320,74,2,31105,31179,30859
608,320,40,1,31179,31219,30899
609,321,53,2,31219,31272,30951
610,321,89,2,31272,31361,31040
611,322,25,1,31361,31386,31064
612,323,92,2,31386,31478,31155
613,324,60,3,31478,31538,31214
614,325,30,1,31538,31568,31243
615,325,11,2,31568,31579,31254
616,326,34,1,31579,31613,31287
617,327,33,2,31613,31646,31319
618,328,21,3,31646,31667,31339
619,328,45,2,31667,31712,31384
620,328,69,1,31712,31781,31453
621,329,77,3,31781,31858,31529
622,330,57,1,31858,31915,31585
623,331,36,1,31915,31951,31620
624,331,3,2,31951,31954,31623
625,332,43,3,31954,31997,31665
626,333,67,1,31997,32064,31731
627,334,50,3,32064,32114,31780
628,335,65,1,32114,32179,31844
629,335,40,3,32179,32219,31884
630,336,8,3,32219,32227,31891
631,336,10,1,32227,32237,31901
632,336,93,1,32237,32330,31994
633,337,63,2,32330,32393,32056
634,338,47,2,32393,32440,32102
635,338,41,1,32440,32481,32143
636,338,93,1,32481,32574,32236
637,339,76,1,32574,32650,32311
638,339,1,1,32650,32651,32312
639,340,86,3,32651,32737,32397
640,341,8,1,32737,32745,32404
641,341,22,1,32745,32767,32426
642,341,23,1,32767,32790,32449
643,341,30,2,32790,32820,32479
644,342,79,1,32820,32899,32557
645,342,98,3,32899,32997,32655
646,343,25,3,32997,33022,32679
647,344,61,2,33022,33083,32739
648,344,99,2,33083,33182,32838
649,345,68,3,33182,33250,32905
650,346,64,3,33250,33314,32968
651,347,4,3,33314,33318,32971
652,348,61,2,33318,33379,33031
653,349,1,3,33379,33380,33031
654,349,90,2,33380,33470,33121
655,349,6,3,33470,33476,33127
656,350,95,1,33476,33571,33221
657,350,57,2,33571,33628,33278
658,351,38,2,33628,33666,33315
659,352,89,2,33666,33755,33403
660,352,69,1,33755,33824,33472
661,352,87,1,33824,33911,33559
662,352,41,2,33911,33952,33600
663,352,57,3,33952,34009,33657
664,353,11,2,34009,34020,33667
665,354,79,3,34020,34099,33745
666,354,85,3,34099,34184,33830
667,354,92,2,34184,34276,33922
668,354,7,2,34276,34283,33929
669,354,91,2,34283,34374,34020
670,354,55,3,34374,34429,34075
671,355,21,3,34429,34450,34095
672,355,58,3,34450,34508,34153
673,356,28,1,34508,34536,34180
674,357,56,2,34536,34592,34235
675,358,53,1,34592,34645,34287
676,359,33,3,34645,34678,34319
677,360,21,2,34678,34699,34339
678,360,30,2,34699,34729,34369
679,361,67,3,34729,34796,34435
680,362,8,1,34796,34804,34442
681,362,88,1,34804,34892,34530
682,363,90,1,34892,34982,34619
683,363,91,3,34982,35073,34710
684,364,18,1,35073,35091,34727
685,364,56,1,35091,35147,34783
686,365,74,1,35147,35221,34856
687,366,9,3,35221,35230,34864
688,366,24,1,35230,35254,34888
689,367,38,1,35254,35292,34925
690,367,11,3,35292,35303,34936
691,368,19,1,35303,35322,34954
692,369,22,1,35322,35344,34975
693,370,75,2,35344,35419,35049
694,371,97,3,35419,35516,35145
695,372,12,2,35516,35528,35156
696,373,0,1,35528,35528,35155
697,374,64,1,35528,35592,35218
698,375,53,1,35592,35645,35270
699,375,51,3,35645,35696,35321
700,375,85,3,35696,35781,35406
701,375,23,1,35781,35804,35429
702,376,67,1,35804,35871,35495
703,376,3,3,35871,35874,35498
704,377,31,3,35874,35905,35528
705,378,88,3,35905,35993,35615
706,378,62,3,35993,36055,35677
707,378,51,1,36055,36106,35728
708,379,14,1,36106,36120,35741
709,380,5,1,36120,36125,35745
710,381,26,2,36125,36151,35770
711,381,39,1,36151,36190,35809
712,382,22,1,36190,36212,35830
713,382,40,3,36212,36252,35870
714,382,45,3,36252,36297,35915
715,382,97,3,36297,36394,36012
716,382,10,2,36394,36404,36022
717,382,6,2,36404,36410,36028
718,383,30,2,36410,36440,36057
719,384,35,1,36440,36475,36091
720,384,42,1,36475,36517,36133
721,385,97,3,36517,36614,36229
722,386,15,2,36614,36629,36243
723,387,80,1,36629,36709,36322
724,388,11,3,36709,36720,36332
725,389,36,3,36720,36756,36367
726,390,12,2,36756,36768,36378
727,391,35,1,36768,36803,36412
728,391,79,3,36803,36882,36491
729,391,60,3,36882,36942,36551
730,391,14,3,36942,36956,36565
731,392,65,2,36956,37021,36629
732,393,17,1,37021,37038,36645
733,394,93,2,37038,37131,36737
734,395,87,3,37131,37218,36823
735,395,24,3,37218,37242,36847
736,395,85,1,37242,37327,36932
737,395,74,3,37327,37401,37006
738,396,17,3,37401,37418,37022
739,396,27,1,37418,37445,37049
740,396,78,1,37445,37523,37127
741,396,90,1,37523,37613,37217
742,396,37,3,37613,37650,37254
743,396,23,1,37650,37673,37277
744,396,39,3,37673,37712,37316
745,396,83,2,37712,37795,37399
746,397,22,3,37795,37817,37420
747,398,79,1,37817,37896,37498
748,399,1,1,37896,37897,37498
749,400,35,2,37897,37932,37532
750,401,25,1,37932,37957,37556
751,402,12,1,37957,37969,37567
752,403,13,2,37969,37982,37579
753,404,75,1,37982,38057,37653
754,405,18,1,38057,38075,37670
755,405,56,1,38075,38131,37726
756,406,12,3,38131,38143,37737
757,406,44,2,38143,38187,37781
758,407,86,1,38187,38273,37866
759,408,24,3,38273,38297,37889
760,409,75,1,38297,38372,37963
761,409,12,2,38372,38384,37975
762,410,51,3,38384,38435,38025
763,410,96,1,38435,38531,38121
764,410,12,2,38531,38543,38133
765,410,83,3,38543,38626,38216
766,411,80,3,38626,38706,38295
767,411,43,1,38706,38749,38338
768,412,97,2,38749,38846,38434
769,413,2,2,38846,38848,38435
770,414,26,1,38848,38874,38460
771,414,50,2,38874,38924,38510
772,414,2,2,38924,38926,38512
773,414,61,3,38926,38987,38573
774,414,95,3,38987,39082,38668
775,415,5,2,39082,39087,38672
776,416,18,2,39087,39105,38689
777,416,60,2,39105,39165,38749
778,416,20,3,39165,39185,38769
779,416,90,1,39185,39275,38859
780,417,23,2,39275,39298,38881
781,417,57,2,39298,39355,38938
782,417,58,2,39355,39413,38996
783,418,65,1,39413,39478,39060
784,418,67,1,39478,39545,39127
785,419,84,1,39545,39629,39210
786,420,85,3,39629,39714,39294
787,420,25,1,39714,39739,39319
788,420,2,1,39739,39741,39321
789,420,48,1,39741,39789,39369
790,420,86,2,39789,39875,39455
791,421,83,1,39875,39958,39537
792,421,26,3,39958,39984,39563
793,422,4,1,39984,39988,39566
794,422,51,3,39988,40039,39617
795,422,46,2,40039,40085,39663
796,422,88,1,40085,40173,39751
797,423,41,1,40173,40214,39791
798,424,86,3,40214,40300,39876
799,424,96,3,40300,40396,39972
800,425,80,3,40396,40476,40051
801,425,22,3,40476,40498,40073
802,425,14,2,40498,40512,40087
803,425,32,3,40512,40544,40119
804,426,90,2,40544,40634,40208
805,426,2,2,40634,40636,40210
806,426,88,1,40636,40724,40298
807,426,87,1,40724,40811,40385
808,427,76,1,40811,40887,40460
809,428,18,2,40887,40905,40477
810,429,86,3,40905,40991,40562
811,430,96,1,40991,41087,40657
812,431,35,2,41087,41122,40691
813,432,73,2,41122,41195,40763
814,433,37,1,41195,41232,40799
815,433,56,3,41232,41288,40855
816,434,69,3,41288,41357,40923
817,435,12,2,41357,41369,40934
818,435,82,1,41369,41451,41016
819,436,34,2,41451,41485,41049
820,436,36,1,41485,41521,41085
821,437,11,3,41521,41532,41095
822,438,51,1,41532,41583,41145
