Job ID,Arrival,Burst,Priority,Deadline,Start,End,Turn Around
82,44,34,2,45,4042,4076,4032
81,44,91,3,58,4076,4167,4123
83,45,83,3,51,4167,4250,4205
84,46,61,3,63,4250,4311,4265
85,47,6,3,57,4311,4317,4270
86,48,76,2,58,4317,4393,4345
87,48,93,3,59,4393,4486,4438
89,49,24,2,67,4486,4510,4461
88,49,84,2,54,4510,4594,4545
92,50,2,1,52,4594,4596,4546
91,50,11,3,68,4596,4607,4557
90,50,55,1,53,4607,4662,4612
93,51,98,1,53,4662,4760,4709
95,52,40,1,66,4760,4800,4748
94,52,98,3,62,4800,4898,4846
97,53,20,3,58,4898,4918,4865
96,53,52,2,69,4918,4970,4917
98,53,81,2,54,4970,5051,4998
99,54,66,1,61,5051,5117,5063
100,55,93,1,56,5117,5210,5155
101,56,45,1,61,5210,5255,5199
102,57,64,2,59,5255,5319,5262
104,57,70,1,70,5319,5389,5332
103,57,77,1,62,5389,5466,5409
105,58,54,1,71,5466,5520,5462
106,59,47,1,62,5520,5567,5508
107,60,74,2,76,5567,5641,5581
108,61,42,3,69,5641,5683,5622
109,61,70,1,64,5683,5753,5692
112,62,33,1,82,5753,5786,5724
110,62,49,3,65,5786,5835,5773
114,62,66,1,63,5835,5901,5839
111,62,67,1,72,5901,5968,5906
113,62,80,1,74,5968,6048,5986
115,63,95,1,75,6048,6143,6080
116,64,80,3,78,6143,6223,6159
118,65,58,2,77,6223,6281,6216
117,65,87,3,81,6281,6368,6303
119,66,90,3,81,6368,6458,6392
120,67,8,2,78,6458,6466,6399
122,68,2,1,72,6466,6468,6400
123,68,17,2,82,6468,6485,6417
121,68,91,1,75,6485,6576,6508
124,69,93,2,76,6576,6669,6600
125,70,22,2,79,6669,6691,6621
127,71,47,3,78,6691,6738,6667
126,71,59,3,72,6738,6797,6726
128,71,99,3,74,6797,6896,6825
129,72,20,1,79,6896,6916,6844
130,73,77,2,88,6916,6993,6920
131,74,7,1,76,6993,7000,6926
132,75,88,2,86,7000,7088,7013
133,76,38,3,77,7088,7126,7050
136,76,55,2,81,7126,7181,7105
134,76,74,1,87,7181,7255,7179
135,76,97,1,95,7255,7352,7276
138,77,5,2,89,7352,7357,7280
137,77,13,1,95,7357,7370,7293
139,77,47,3,85,7370,7417,7340
141,77,64,1,82,7417,7481,7404
140,77,100,2,87,7481,7581,7504
142,78,2,1,85,7581,7583,7505
144,79,65,1,95,7583,7648,7569
143,79,82,3,97,7648,7730,7651
146,80,21,1,100,7730,7751,7671
145,80,46,3,81,7751,7797,7717
147,80,53,2,86,7797,7850,7770
148,80,94,3,82,7850,7944,7864
149,81,41,2,82,7944,7985,7904
152,81,50,2,84,7985,8035,7954
150,81,57,2,92,8035,8092,8011
151,81,93,2,100,8092,8185,8104
153,82,23,3,98,8185,8208,8126
154,82,80,3,97,8208,8288,8206
156,83,41,3,99,8288,8329,8246
155,83,99,3,95,8329,8428,8345
157,84,16,2,94,8428,8444,8360
158,85,61,1,104,8444,8505,8420
159,86,57,1,87,8505,8562,8476
160,87,59,3,88,8562,8621,8534
163,88,6,1,101,8621,8627,8539
162,88,27,1,108,8627,8654,8566
161,88,38,1,105,8654,8692,8604
164,88,99,2,92,8692,8791,8703
165,89,76,2,105,8791,8867,8778
166,90,85,1,99,8867,8952,8862
167,91,10,1,107,8952,8962,8871
169,92,8,3,108,8962,8970,8878
168,92,25,3,105,8970,8995,8903
170,92,78,1,93,8995,9073,8981
171,93,22,1,110,9073,9095,9002
172,93,94,2,105,9095,9189,9096
173,94,95,1,97,9189,9284,9190
174,95,65,1,114,9284,9349,9254
175,96,11,3,111,9349,9360,9264
176,97,14,3,115,9360,9374,9277
178,98,4,2,106,9374,9378,9280
177,98,26,3,104,9378,9404,9306
179,99,23,2,104,9404,9427,9328
180,99,34,1,107,9427,9461,9362
181,99,42,2,109,9461,9503,9404
183,100,48,1,118,9503,9551,9451
182,100,58,1,116,9551,9609,9509
186,101,87,1,108,9609,9696,9595
184,101,87,3,113,9696,9783,9682
185,101,93,1,120,9783,9876,9775
187,102,43,3,107,9876,9919,9817
188,102,84,1,115,9919,10003,9901
189,103,84,3,112,10003,10087,9984
190,103,99,3,105,10087,10186,10083
191,104,24,3,109,10186,10210,10106
193,104,83,3,111,10210,10293,10189
192,104,83,2,119,10293,10376,10272
194,104,93,3,117,10376,10469,10365
196,105,85,1,118,10469,10554,10449
195,105,87,3,114,10554,10641,10536
197,106,86,3,107,10641,10727,10621
200,107,11,2,125,10727,10738,10631
199,107,32,3,112,10738,10770,10663
198,107,86,1,108,10770,10856,10749
201,108,49,3,123,10856,10905,10797
202,109,95,1,125,10905,11000,10891
203,110,58,2,125,11000,11058,10948
204,111,77,3,115,11058,11135,11024
205,112,58,3,127,11135,11193,11081
207,113,22,1,115,11193,11215,11102
206,113,84,3,131,11215,11299,11186
208,114,78,3,123,11299,11377,11263
209,115,57,2,116,11377,11434,11319
211,116,27,1,118,11434,11461,11345
210,116,60,1,127,11461,11521,11405
213,117,14,1,135,11521,11535,11418
212,117,16,2,131,11535,11551,11434
214,117,36,2,130,11551,11587,11470
215,117,39,2,126,11587,11626,11509
216,118,92,3,136,11626,11718,11600
219,119,7,1,133,11718,11725,11606
217,119,25,2,134,11725,11750,11631
218,119,49,3,124,11750,11799,11680
221,120,71,1,124,11799,11870,11750
220,120,84,1,124,11870,11954,11834
224,121,36,2,122,11954,11990,11869
222,121,43,1,128,11990,12033,11912
223,121,82,3,134,12033,12115,11994
225,122,66,3,128,12115,12181,12059
226,122,90,2,134,12181,12271,12149
227,123,9,1,132,12271,12280,12157
228,123,69,3,135,12280,12349,12226
229,123,90,2,135,12349,12439,12316
231,124,23,2,131,12439,12462,12338
232,124,63,2,144,12462,12525,12401
233,124,66,3,144,12525,12591,12467
230,124,88,1,130,12591,12679,12555
234,125,48,1,139,12679,12727,12602
235,126,93,3,137,12727,12820,12694
236,127,41,1,134,12820,12861,12734
237,127,81,3,135,12861,12942,12815
238,128,43,3,146,12942,12985,12857
240,129,9,3,149,12985,12994,12865
239,129,13,2,146,12994,13007,12878
241,129,81,1,133,13007,13088,12959
242,130,44,2,137,13088,13132,13002
243,131,3,3,141,13132,13135,13004
245,131,13,1,149,13135,13148,13017
244,131,56,3,141,13148,13204,13073
246,132,71,1,144,13204,13275,13143
247,133,83,2,149,13275,13358,13225
249,134,74,3,144,13358,13432,13298
248,134,83,1,138,13432,13515,13381
250,135,24,2,149,13515,13539,13404
255,135,36,1,138,13539,13575,13440
252,135,47,3,146,13575,13622,13487
254,135,55,2,148,13622,13677,13542
256,135,67,1,145,13677,13744,13609
251,135,76,2,150,13744,13820,13685
253,135,82,1,143,13820,13902,13767
258,136,7,3,148,13902,13909,13773
257,136,85,3,140,13909,13994,13858
259,136,87,1,155,13994,14081,13945
262,137,13,3,138,14081,14094,13957
264,137,51,3,151,14094,14145,14008
261,137,64,1,141,14145,14209,14072
263,137,77,1,146,14209,14286,14149
260,137,89,3,152,14286,14375,14238
265,138,33,1,150,14375,14408,14270
266,139,43,3,156,14408,14451,14312
267,139,88,2,148,14451,14539,14400
268,140,72,2,157,14539,14611,14471
269,140,78,2,147,14611,14689,14549
270,140,78,1,153,14689,14767,14627
271,141,84,1,155,14767,14851,14710
272,142,3,3,158,14851,14854,14712
273,142,81,2,160,14854,14935,14793
274,143,93,2,157,14935,15028,14885
275,144,4,2,151,15028,15032,14888
277,145,7,1,162,15032,15039,14894
276,145,71,1,162,15039,15110,14965
278,146,18,1,165,15110,15128,14982
280,147,18,2,167,15128,15146,14999
279,147,31,1,155,15146,15177,15030
281,147,38,1,151,15177,15215,15068
282,147,88,1,151,15215,15303,15156
287,148,14,2,156,15303,15317,15169
284,148,37,2,149,15317,15354,15206
286,148,38,3,156,15354,15392,15244
288,148,44,2,157,15392,15436,15288
283,148,51,1,156,15436,15487,15339
285,148,56,3,159,15487,15543,15395
289,149,34,1,155,15543,15577,15428
290,150,99,2,163,15577,15676,15526
291,151,39,2,171,15676,15715,15564
292,152,82,3,172,15715,15797,15645
293,153,4,3,171,15797,15801,15648
295,153,50,3,173,15801,15851,15698
294,153,60,1,156,15851,15911,15758
296,154,29,3,156,15911,15940,15786
297,155,23,2,156,15940,15963,15808
298,156,70,3,174,15963,16033,15877
299,157,83,1,169,16033,16116,15959
300,158,24,3,174,16116,16140,15982
301,159,44,2,168,16140,16184,16025
302,160,19,3,164,16184,16203,16043
304,161,26,2,168,16203,16229,16068
303,161,36,2,167,16229,16265,16104
305,161,94,2,165,16265,16359,16198
306,162,95,1,178,16359,16454,16292
307,163,67,2,183,16454,16521,16358
308,164,68,1,171,16521,16589,16425
311,165,52,2,178,16589,16641,16476
309,165,77,2,185,16641,16718,16553
310,165,97,3,179,16718,16815,16650
313,166,36,1,174,16815,16851,16685
312,166,50,2,186,16851,16901,16735
314,166,78,1,172,16901,16979,16813
315,167,10,1,174,16979,16989,16822
316,167,64,1,177,16989,17053,16886
317,168,3,3,175,17053,17056,16888
319,169,47,2,171,17056,17103,16934
318,169,81,2,181,17103,17184,17015
320,170,99,1,180,17184,17283,17113
321,171,43,2,175,17283,17326,17155
323,172,51,1,181,17326,17377,17205
322,172,68,3,191,17377,17445,17273
325,173,26,3,178,17445,17471,17298
326,173,50,2,180,17471,17521,17348
324,173,88,1,193,17521,17609,17436
327,174,62,1,178,17609,17671,17497
328,175,82,3,186,17671,17753,17578
330,176,50,1,193,17753,17803,17627
329,176,62,3,185,17803,17865,17689
331,176,64,3,192,17865,17929,17753
332,177,9,3,196,17929,17938,17761
333,177,54,1,179,17938,17992,17815
335,178,71,2,184,17992,18063,17885
334,178,75,1,183,18063,18138,17960
336,179,69,2,185,18138,18207,18028
337,180,49,1,187,18207,18256,18076
338,180,63,3,192,18256,18319,18139
339,180,100,2,199,18319,18419,18239
341,181,72,1,199,18419,18491,18310
342,181,72,1,201,18491,18563,18382
340,181,74,1,185,18563,18637,18456
343,182,70,1,188,18637,18707,18525
344,182,87,1,189,18707,18794,18612
346,183,23,3,190,18794,18817,18634
345,183,96,3,198,18817,18913,18730
347,184,53,1,192,18913,18966,18782
348,185,78,1,186,18966,19044,18859
351,186,53,2,195,19044,19097,18911
349,186,82,2,187,19097,19179,18993
350,186,86,1,194,19179,19265,19079
356,187,39,1,193,19265,19304,19117
354,187,58,1,189,19304,19362,19175
352,187,69,1,197,19362,19431,19244
353,187,100,1,198,19431,19531,19344
355,187,100,3,199,19531,19631,19444
359,188,28,1,198,19631,19659,19471
357,188,82,2,191,19659,19741,19553
358,188,91,3,193,19741,19832,19644
361,189,2,2,209,19832,19834,19645
360,189,86,3,207,19834,19920,19731
362,190,82,3,208,19920,20002,19812
363,190,91,2,208,20002,20093,19903
364,191,93,2,204,20093,20186,19995
365,192,9,2,202,20186,20195,20003
371,192,37,3,196,20195,20232,20040
370,192,52,1,210,20232,20284,20092
366,192,62,1,204,20284,20346,20154
369,192,67,1,195,20346,20413,20221
368,192,72,3,206,20413,20485,20293
367,192,74,3,212,20485,20559,20367
372,192,84,3,200,20559,20643,20451
373,193,11,3,212,20643,20654,20461
376,193,69,3,198,20654,20723,20530
375,193,75,1,203,20723,20798,20605
374,193,94,3,203,20798,20892,20699
377,194,52,3,205,20892,20944,20750
378,194,79,3,212,20944,21023,20829
379,195,84,1,201,21023,21107,20912
380,196,70,2,200,21107,21177,20981
381,196,75,2,201,21177,21252,21056
383,197,24,1,198,21252,21276,21079
382,197,24,2,201,21276,21300,21103
384,198,11,2,212,21300,21311,21113
385,199,82,2,210,21311,21393,21194
386,200,5,2,206,21393,21398,21198
388,201,20,2,217,21398,21418,21217
387,201,35,1,205,21418,21453,21252
389,201,91,2,219,21453,21544,21343
390,202,55,2,204,21544,21599,21397
392,203,37,1,210,21599,21636,21433
391,203,49,1,217,21636,21685,21482
393,204,28,1,211,21685,21713,21509
394,204,91,3,222,21713,21804,21600
400,205,60,3,214,21804,21864,21659
398,205,67,2,214,21864,21931,21726
399,205,70,1,222,21931,22001,21796
395,205,74,2,217,22001,22075,21870
401,205,77,3,221,22075,22152,21947
396,205,91,3,206,22152,22243,22038
397,205,92,2,214,22243,22335,22130
402,206,61,2,209,22335,22396,22190
403,207,47,1,217,22396,22443,22236
404,208,5,2,212,22443,22448,22240
406,209,45,1,210,22448,22493,22284
407,209,68,1,227,22493,22561,22352
405,209,72,1,215,22561,22633,22424
408,209,76,2,217,22633,22709,22500
409,210,10,3,224,22709,22719,22509
410,211,7,1,222,22719,22726,22515
411,212,50,3,230,22726,22776,22564
412,213,1,2,226,22776,22777,22564
413,214,98,3,219,22777,22875,22661
416,215,11,3,221,22875,22886,22671
414,215,20,1,218,22886,22906,22691
415,215,98,3,233,22906,23004,22789
417,216,52,2,217,23004,23056,22840
418,217,40,1,230,23056,23096,22879
419,218,89,3,230,23096,23185,22967
420,219,32,1,224,23185,23217,22998
422,220,44,1,223,23217,23261,23041
423,220,59,3,239,23261,23320,23100
421,220,62,1,223,23320,23382,23162
424,221,53,1,228,23382,23435,23214
425,222,51,1,240,23435,23486,23264
426,222,77,3,225,23486,23563,23341
427,223,22,3,227,23563,23585,23362
429,224,23,2,229,23585,23608,23384
428,224,54,2,228,23608,23662,23438
430,224,70,1,233,23662,23732,23508
431,225,76,3,230,23732,23808,23583
432,226,3,3,242,23808,23811,23585
433,226,42,2,245,23811,23853,23627
434,227,54,3,232,23853,23907,23680
435,228,50,3,230,23907,23957,23729
436,229,53,1,237,23957,24010,23781
437,230,64,2,233,24010,24074,23844
438,231,26,2,247,24074,24100,23869
439,231,88,1,250,24100,24188,23957
441,232,79,1,241,24188,24267,24035
440,232,91,1,234,24267,24358,24126
445,233,10,1,234,24358,24368,24135
443,233,30,2,253,24368,24398,24165
442,233,68,3,235,24398,24466,24233
444,233,93,3,243,24466,24559,24326
446,234,30,1,246,24559,24589,24355
450,234,41,3,240,24589,24630,24396
451,234,46,2,238,24630,24676,24442
449,234,53,3,248,24676,24729,24495
452,234,59,3,235,24729,24788,24554
447,234,88,1,239,24788,24876,24642
448,234,99,1,238,24876,24975,24741
453,235,41,2,245,24975,25016,24781
454,236,38,2,243,25016,25054,24818
455,237,30,3,256,25054,25084,24847
456,237,37,1,252,25084,25121,24884
457,238,47,3,249,25121,25168,24930
458,239,92,2,242,25168,25260,25021
459,240,63,1,253,25260,25323,25083
460,241,9,3,243,25323,25332,25091
461,241,52,1,252,25332,25384,25143
462,242,27,3,255,25384,25411,25169
463,242,89,2,243,25411,25500,25258
464,243,86,2,255,25500,25586,25343
467,244,10,1,258,25586,25596,25352
466,244,40,3,250,25596,25636,25392
468,244,55,2,262,25636,25691,25447
465,244,80,2,264,25691,25771,25527
469,244,90,1,259,25771,25861,25617
470,245,65,2,253,25861,25926,25681
472,246,74,1,258,25926,26000,25754
471,246,88,2,265,26000,26088,25842
473,247,25,3,256,26088,26113,25866
474,247,53,3,250,26113,26166,25919
475,248,96,3,259,26166,26262,26014
476,249,12,2,252,26262,26274,26025
477,249,58,2,268,26274,26332,26083
478,250,53,1,259,26332,26385,26135
479,251,82,2,254,26385,26467,26216
483,252,20,1,265,26467,26487,26235
482,252,39,3,271,26487,26526,26274
485,252,60,2,255,26526,26586,26334
484,252,76,2,259,26586,26662,26410
480,252,81,3,271,26662,26743,26491
481,252,99,1,253,26743,26842,26590
486,253,92,2,262,26842,26934,26681
487,253,92,2,264,26934,27026,26773
488,254,14,3,272,27026,27040,26786
489,255,10,3,267,27040,27050,26795
491,256,55,3,260,27050,27105,26849
490,256,55,2,268,27105,27160,26904
492,257,15,1,266,27160,27175,26918
493,258,55,1,264,27175,27230,26972
494,259,23,2,279,27230,27253,26994
497,259,68,3,260,27253,27321,27062
495,259,83,1,276,27321,27404,27145
496,259,91,1,270,27404,27495,27236
498,260,81,2,262,27495,27576,27316
501,261,44,3,265,27576,27620,27359
500,261,57,1,274,27620,27677,27416
499,261,76,2,266,27677,27753,27492
502,262,50,3,271,27753,27803,27541
503,262,72,3,271,27803,27875,27613
504,263,76,1,282,27875,27951,27688
505,264,28,3,273,27951,27979,27715
506,265,72,2,266,27979,28051,27786
507,266,93,2,283,28051,28144,27878
508,267,67,1,273,28144,28211,27944
509,268,12,1,283,28211,28223,27955
510,269,71,3,274,28223,28294,28025
511,270,87,2,277,28294,28381,28111
513,271,2,3,283,28381,28383,28112
512,271,100,1,290,28383,28483,28212
514,272,31,1,289,28483,28514,28242
515,273,85,2,288,28514,28599,28326
516,274,71,2,285,28599,28670,28396
517,274,94,1,284,28670,28764,28490
518,275,41,3,293,28764,28805,28530
519,276,43,1,289,28805,28848,28572
521,276,71,2,280,28848,28919,28643
520,276,92,3,280,28919,29011,28735
522,277,55,1,291,29011,29066,28789
523,278,26,2,296,29066,29092,28814
524,279,88,2,288,29092,29180,28901
526,280,3,1,281,29180,29183,28903
525,280,73,2,288,29183,29256,28976
527,281,6,3,289,29256,29262,28981
528,282,66,2,286,29262,29328,29046
529,283,21,2,286,29328,29349,29066
530,283,95,1,293,29349,29444,29161
533,284,18,1,293,29444,29462,29178
532,284,44,2,299,29462,29506,29222
535,284,46,1,288,29506,29552,29268
534,284,54,1,295,29552,29606,29322
531,284,92,1,296,29606,29698,29414
536,285,82,3,298,29698,29780,29495
537,286,19,1,293,29780,29799,29513
539,286,40,2,305,29799,29839,29553
538,286,96,3,304,29839,29935,29649
541,287,17,3,293,29935,29952,29665
540,287,80,2,291,29952,30032,29745
542,288,98,3,298,30032,30130,29842
543,289,78,3,309,30130,30208,29919
545,290,49,2,299,30208,30257,29967
544,290,93,1,297,30257,30350,30060
546,291,63,3,292,30350,30413,30122
547,292,11,2,309,30413,30424,30132
548,293,26,3,305,30424,30450,30157
549,293,27,2,311,30450,30477,30184
551,293,53,1,306,30477,30530,30237
552,293,58,3,306,30530,30588,30295
550,293,83,1,312,30588,30671,30378
553,294,15,1,310,30671,30686,30392
554,295,25,2,304,30686,30711,30416
556,296,27,3,307,30711,30738,30442
555,296,87,1,297,30738,30825,30529
557,297,92,2,304,30825,30917,30620
558,298,85,2,316,30917,31002,30704
560,299,1,3,317,31002,31003,30704
561,299,9,2,301,31003,31012,30713
559,299,94,1,318,31012,31106,30807
562,300,3,2,301,31106,31109,30809
564,301,39,2,310,31109,31148,30847
563,301,85,1,317,31148,31233,30932
565,302,5,1,307,31233,31238,30936
567,303,5,3,314,31238,31243,30940
566,303,18,1,307,31243,31261,30958
568,303,53,2,306,31261,31314,31011
569,304,42,2,307,31314,31356,31052
570,305,36,1,319,31356,31392,31087
576,306,14,1,310,31392,31406,31100
573,306,29,3,319,31406,31435,31129
575,306,34,2,317,31435,31469,31163
574,306,53,1,322,31469,31522,31216
572,306,84,2,315,31522,31606,31300
577,306,92,3,319,31606,31698,31392
571,306,94,1,319,31698,31792,31486
578,307,52,2,321,31792,31844,31537
582,308,3,1,327,31844,31847,31539
581,308,30,2,324,31847,31877,31569
580,308,49,1,309,31877,31926,31618
579,308,87,1,322,31926,32013,31705
583,309,31,1,325,32013,32044,31735
584,310,21,3,312,32044,32065,31755
585,310,76,1,328,32065,32141,31831
587,311,14,2,317,32141,32155,31844
586,311,26,3,317,32155,32181,31870
589,312,12,3,328,32181,32193,31881
588,312,23,1,332,32193,32216,31904
590,312,77,1,332,32216,32293,31981
591,313,35,3,316,32293,32328,32015
592,314,71,2,331,32328,32399,32085
593,315,46,1,320,32399,32445,32130
594,316,18,3,335,32445,32463,32147
595,316,29,1,318,32463,32492,32176
596,317,64,2,336,32492,32556,32239
597,318,44,1,334,32556,32600,32282
600,319,10,1,335,32600,32610,32291
602,319,24,1,325,32610,32634,32315
599,319,38,3,335,32634,32672,32353
598,319,58,2,329,32672,32730,32411
601,319,58,2,334,32730,32788,32469
603,320,12,2,339,32788,32800,32480
604,321,41,3,338,32800,32841,32520
605,322,7,1,328,32841,32848,32526
606,323,62,2,335,32848,32910,32587
607,324,46,1,329,32910,32956,32632
610,325,5,3,345,32956,32961,32636
608,325,30,3,335,32961,32991,32666
609,325,34,1,335,32991,33025,32700
611,326,5,3,344,33025,33030,32704
614,326,7,2,337,33030,33037,32711
613,326,75,3,333,33037,33112,32786
615,326,77,1,330,33112,33189,32863
612,326,93,2,341,33189,33282,32956
617,327,98,3,339,33282,33380,33053
616,327,100,1,347,33380,33480,33153
618,328,78,3,333,33480,33558,33230
619,329,67,2,338,33558,33625,33296
620,330,60,2,346,33625,33685,33355
621,331,27,2,338,33685,33712,33381
622,332,26,1,335,33712,33738,33406
626,333,23,3,337,33738,33761,33428
627,333,55,3,345,33761,33816,33483
623,333,65,3,342,33816,33881,33548
625,333,73,1,341,33881,33954,33621
624,333,74,1,345,33954,34028,33695
628,334,36,2,345,34028,34064,33730
629,335,34,2,342,34064,34098,33763
631,336,18,2,347,34098,34116,33780
630,336,88,1,345,34116,34204,33868
632,337,61,1,355,34204,34265,33928
633,338,77,1,349,34265,34342,34004
634,339,6,1,341,34342,34348,34009
635,339,21,3,352,34348,34369,34030
636,340,95,1,341,34369,34464,34124
638,341,47,2,348,34464,34511,34170
637,341,66,3,351,34511,34577,34236
639,342,31,3,347,34577,34608,34266
640,343,5,2,352,34608,34613,34270
641,344,16,2,349,34613,34629,34285
642,345,5,2,359,34629,34634,34289
643,346,91,2,355,34634,34725,34379
644,347,32,3,365,34725,34757,34410
647,348,3,2,351,34757,34760,34412
645,348,3,2,352,34760,34763,34415
646,348,19,3,349,34763,34782,34434
648,349,63,3,353,34782,34845,34496
649,350,57,2,370,34845,34902,34552
650,351,18,2,361,34902,34920,34569
651,351,91,3,356,34920,35011,34660
652,352,93,3,354,35011,35104,34752
653,353,80,1,355,35104,35184,34831
654,354,8,1,366,35184,35192,34838
657,355,14,1,374,35192,35206,34851
655,355,24,2,363,35206,35230,34875
656,355,37,2,367,35230,35267,34912
658,356,73,1,371,35267,35340,34984
660,357,59,2,375,35340,35399,35042
659,357,63,1,362,35399,35462,35105
661,358,98,1,364,35462,35560,35202
662,359,50,3,370,35560,35610,35251
663,360,18,2,378,35610,35628,35268
664,360,63,2,369,35628,35691,35331
665,361,9,2,377,35691,35700,35339
666,361,11,1,363,35700,35711,35350
667,361,68,1,365,35711,35779,35418
668,362,86,2,377,35779,35865,35503
669,363,67,2,367,35865,35932,35569
670,364,45,2,372,35932,35977,35613
671,365,90,2,376,35977,36067,35702
672,366,59,1,374,36067,36126,35760
673,366,66,2,374,36126,36192,35826
675,367,36,1,383,36192,36228,35861
676,367,85,2,384,36228,36313,35946
674,367,100,1,384,36313,36413,36046
677,368,61,3,384,36413,36474,36106
678,368,67,2,374,36474,36541,36173
679,369,30,1,382,36541,36571,36202
680,370,70,1,372,36571,36641,36271
682,371,5,1,376,36641,36646,36275
681,371,86,2,381,36646,36732,36361
683,371,89,1,388,36732,36821,36450
684,372,70,1,390,36821,36891,36519
685,372,89,1,391,36891,36980,36608
687,373,13,3,382,36980,36993,36620
686,373,77,1,380,36993,37070,36697
690,374,45,2,380,37070,37115,36741
688,374,70,3,394,37115,37185,36811
689,374,97,3,384,37185,37282,36908
693,375,23,2,380,37282,37305,36930
692,375,26,1,388,37305,37331,36956
691,375,90,2,379,37331,37421,37046
694,376,47,2,388,37421,37468,37092
697,377,69,1,393,37468,37537,37160
696,377,85,3,395,37537,37622,37245
695,377,89,1,386,37622,37711,37334
698,378,38,2,392,37711,37749,37371
699,379,38,3,389,37749,37787,37408
700,379,59,3,388,37787,37846,37467
701,379,84,1,386,37846,37930,37551
702,380,30,1,397,37930,37960,37580
705,381,1,2,387,37960,37961,37580
703,381,46,3,398,37961,38007,37626
704,381,58,1,393,38007,38065,37684
706,382,42,2,389,38065,38107,37725
709,383,34,1,394,38107,38141,37758
708,383,53,1,391,38141,38194,37811
707,383,64,1,397,38194,38258,37875
710,384,44,3,393,38258,38302,37918
711,385,7,2,396,38302,38309,37924
712,385,24,2,391,38309,38333,37948
714,386,43,1,404,38333,38376,37990
713,386,52,3,387,38376,38428,38042
715,386,81,2,406,38428,38509,38123
716,387,7,2,407,38509,38516,38129
717,387,10,1,398,38516,38526,38139
721,388,12,3,406,38526,38538,38150
718,388,16,2,407,38538,38554,38166
719,388,33,3,397,38554,38587,38199
720,388,98,3,405,38587,38685,38297
722,389,99,1,390,38685,38784,38395
723,390,26,3,394,38784,38810,38420
728,391,12,3,400,38810,38822,38431
727,391,14,2,398,38822,38836,38445
726,391,63,3,396,38836,38899,38508
724,391,87,3,404,38899,38986,38595
725,391,90,3,393,38986,39076,38685
731,392,10,1,394,39076,39086,38694
729,392,24,3,408,39086,39110,38718
730,392,79,1,404,39110,39189,38797
733,392,86,1,409,39189,39275,38883
732,392,99,1,400,39275,39374,38982
734,393,100,2,405,39374,39474,39081
736,394,31,3,401,39474,39505,39111
